domainLength,visitCount,durationSeconds,isKnownAiDomain,hourOfDay,pathDepth,chatInterfacePresent,promptInputPresent,generateControlPresent,regenerateControlPresent,aiTermCount,streamingOutputPresent,fileUploadPresent,promptSubmitCount,generateClickCount,pasteEventCount,copyFromResponseCount,typedCharCountBucket,label
19,3,109,True,3,0,True,True,True,False,5,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
18,18,337,False,8,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
24,32,408,True,22,2,True,True,True,True,13,False,True,2,2,3,0,1,AI_INTERACTION
21,25,105,True,3,0,True,True,True,False,8,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
13,22,179,True,2,3,True,True,True,False,15,False,False,4,1,2,0,2,AI_INTERACTION
18,39,503,True,12,1,True,True,True,True,11,True,False,1,3,5,3,2,AI_GENERATION
18,5,572,False,5,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
18,21,48,True,18,3,True,True,False,False,8,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
22,34,577,False,19,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,19,111,True,20,2,True,True,True,True,18,True,True,8,3,2,0,4,AI_GENERATION
18,17,33,False,14,1,True,True,False,False,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
21,24,64,False,5,3,True,True,True,True,12,False,True,3,3,0,0,3,AI_INTERACTION
10,31,204,False,16,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,24,203,False,11,1,True,True,True,True,12,False,True,4,1,0,0,3,AI_INTERACTION
15,24,91,True,12,2,True,True,True,False,10,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
10,4,324,True,2,1,True,True,True,True,12,False,False,4,3,3,0,1,AI_INTERACTION
12,24,94,True,14,3,True,True,True,False,11,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
16,47,435,False,11,4,True,True,True,False,6,False,False,1,4,5,6,4,AI_GENERATION
15,13,377,True,21,3,True,True,True,False,7,False,True,1,2,3,0,3,AI_INTERACTION
16,5,180,False,17,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,23,26,False,15,3,True,True,True,True,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
17,8,96,False,1,0,True,True,True,False,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
9,16,50,False,12,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
24,49,611,True,21,1,True,True,True,False,13,True,False,4,8,0,0,3,AI_GENERATION
11,2,9,True,12,2,True,True,False,False,4,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
23,30,869,True,16,1,True,True,True,True,8,True,True,1,1,1,0,2,AI_GENERATION
12,1,424,False,0,1,False,False,False,False,0,False,False,0,0,1,0,0,NON_AI
13,11,111,True,10,3,True,True,False,False,12,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
11,28,242,False,2,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,12,585,False,1,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
20,11,212,True,7,4,True,True,True,False,14,False,True,4,0,2,0,3,AI_INTERACTION
19,9,296,True,6,1,True,True,True,False,11,False,False,1,0,2,0,2,AI_INTERACTION
13,30,584,False,23,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,19,256,True,12,2,True,True,True,True,13,True,False,5,1,0,0,2,AI_GENERATION
15,23,129,True,16,2,True,True,True,True,4,False,True,3,0,0,0,3,AI_INTERACTION
10,28,553,True,3,1,True,True,True,True,15,False,False,3,1,5,5,4,AI_GENERATION
13,17,607,True,0,4,True,True,True,False,8,True,True,6,4,0,2,4,AI_GENERATION
19,15,408,True,11,4,True,True,True,False,9,False,True,2,1,2,0,1,AI_INTERACTION
17,21,859,True,13,4,True,True,True,True,5,True,True,1,8,1,0,3,AI_GENERATION
21,23,51,True,3,2,True,True,False,True,10,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
16,21,73,False,2,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
10,15,50,True,4,1,True,True,True,False,5,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
17,2,490,False,8,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
17,12,41,True,1,1,True,True,True,False,4,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,10,114,False,3,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
16,31,614,True,9,4,True,True,True,True,5,True,False,8,1,5,1,4,AI_GENERATION
23,11,62,True,2,3,True,True,True,False,14,False,True,4,3,1,0,2,AI_INTERACTION
18,13,183,False,9,4,True,True,True,False,13,False,True,3,3,2,0,1,AI_INTERACTION
9,9,536,False,6,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
24,7,779,True,15,3,True,True,True,True,16,True,True,7,5,3,3,2,AI_GENERATION
16,15,817,True,22,2,True,True,True,True,13,False,True,8,1,2,5,4,AI_GENERATION
19,12,188,True,8,2,True,True,True,True,13,True,False,7,3,0,2,2,AI_GENERATION
16,7,143,False,17,3,True,True,True,False,14,False,False,2,3,0,0,2,AI_INTERACTION
13,37,109,True,6,2,True,True,True,True,10,True,False,3,7,5,3,2,AI_GENERATION
13,2,419,False,14,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,4,29,False,9,0,True,True,True,True,12,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
12,19,72,True,1,3,True,True,True,False,14,False,False,2,0,2,0,2,AI_INTERACTION
14,16,110,False,11,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,19,554,False,0,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
12,21,415,True,17,4,True,True,True,False,5,True,False,8,2,2,2,2,AI_GENERATION
17,5,27,True,6,1,True,True,True,True,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
20,49,866,True,1,1,True,True,True,True,20,False,True,5,8,1,1,2,AI_GENERATION
24,24,462,False,16,4,True,True,True,True,14,True,False,8,1,4,4,2,AI_GENERATION
15,20,607,True,11,1,True,True,True,False,4,True,False,4,1,2,4,3,AI_GENERATION
14,13,118,True,0,2,True,True,True,False,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
8,18,595,False,1,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,24,84,True,0,2,True,True,True,True,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,33,538,True,21,2,True,True,True,True,10,True,True,1,7,0,0,4,AI_GENERATION
18,14,596,True,18,4,True,True,True,True,15,True,False,5,3,5,2,4,AI_GENERATION
16,32,366,True,2,1,True,True,True,True,11,False,True,3,1,3,0,3,AI_INTERACTION
15,12,103,True,1,2,True,True,False,False,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
20,23,120,False,7,3,True,True,True,False,9,False,True,2,1,2,0,2,AI_INTERACTION
24,5,167,True,7,3,True,True,True,False,3,False,True,4,1,1,0,3,AI_INTERACTION
20,16,440,True,12,2,True,True,True,False,19,False,False,4,2,5,1,4,AI_GENERATION
23,30,244,True,21,3,True,True,True,True,3,False,True,4,2,2,0,1,AI_INTERACTION
17,2,412,False,16,2,True,True,True,False,8,False,False,4,0,2,0,3,AI_INTERACTION
11,29,374,True,14,3,True,True,True,False,11,False,False,2,0,1,0,1,AI_INTERACTION
10,9,212,True,17,4,True,True,True,True,4,False,False,2,1,3,0,2,AI_INTERACTION
23,10,347,True,14,2,True,True,True,True,11,True,False,2,5,4,5,4,AI_GENERATION
20,17,82,True,5,3,True,True,False,False,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
20,23,594,False,3,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
16,20,229,False,13,4,True,True,True,False,5,False,False,3,0,0,0,2,AI_INTERACTION
16,29,378,False,14,3,True,True,True,False,11,False,True,2,3,1,0,2,AI_INTERACTION
24,20,474,False,20,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,23,9,True,19,2,True,True,True,False,3,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
20,29,434,False,5,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
12,12,374,True,6,2,True,True,True,False,17,True,False,7,8,4,5,4,AI_GENERATION
14,16,40,False,0,2,True,True,True,False,9,False,False,1,3,0,0,2,AI_INTERACTION
22,19,115,True,1,2,True,True,True,True,4,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
24,1,50,False,0,1,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
19,31,872,True,15,3,True,True,True,True,16,False,True,5,6,2,5,2,AI_GENERATION
24,7,436,False,20,2,True,True,True,False,3,False,False,1,1,2,0,2,AI_INTERACTION
9,36,427,False,13,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
22,16,149,False,3,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
10,9,109,True,8,1,True,True,True,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,32,39,True,3,4,True,True,True,False,12,False,True,4,3,2,0,1,AI_INTERACTION
10,3,669,True,16,3,True,True,True,True,14,True,False,5,3,0,4,4,AI_GENERATION
13,16,55,True,11,2,True,True,True,False,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,34,427,False,6,2,True,True,True,True,13,False,False,1,1,3,0,3,AI_INTERACTION
14,20,450,False,13,3,True,True,True,False,15,False,False,3,1,0,0,3,AI_INTERACTION
22,24,402,True,19,2,True,True,True,False,5,False,False,1,1,3,0,2,AI_INTERACTION
20,11,147,False,8,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,32,118,True,5,4,True,True,True,True,12,True,True,4,6,4,4,4,AI_GENERATION
19,18,25,True,2,1,True,True,True,False,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
21,22,584,False,3,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
21,4,207,True,14,4,True,True,True,False,11,False,True,4,3,0,0,1,AI_INTERACTION
15,49,126,True,8,4,True,True,True,True,16,True,True,1,6,0,0,2,AI_GENERATION
11,25,67,True,15,3,True,True,False,False,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
10,16,120,True,16,1,True,True,True,False,10,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
9,5,488,False,1,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,10,142,True,22,2,True,True,True,True,10,False,True,1,2,2,0,2,AI_INTERACTION
8,8,554,False,8,5,False,False,False,False,0,False,False,0,0,1,0,0,NON_AI
22,29,192,False,6,2,True,True,True,True,10,False,False,3,3,0,0,1,AI_INTERACTION
25,19,152,False,9,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,1,7,False,17,1,False,False,True,False,4,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
21,36,487,False,17,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
21,24,99,True,23,3,True,True,True,False,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
12,35,206,False,8,5,False,False,False,False,0,False,False,0,0,1,0,0,NON_AI
20,30,283,False,12,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
13,42,541,False,4,2,True,True,True,False,16,True,True,8,2,4,2,3,AI_GENERATION
13,7,86,True,6,0,True,True,True,False,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,21,45,True,22,3,True,True,True,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
22,28,337,True,20,2,True,True,True,True,10,False,False,3,2,1,0,2,AI_INTERACTION
20,31,445,False,19,3,True,True,True,False,7,False,False,3,2,1,0,3,AI_INTERACTION
10,32,249,True,5,3,True,True,True,False,5,False,False,1,2,3,0,3,AI_INTERACTION
19,5,100,True,2,1,True,True,True,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
14,2,121,True,20,1,True,True,True,True,8,False,False,4,0,1,0,3,AI_INTERACTION
10,3,249,True,0,1,True,True,True,True,14,True,False,2,3,4,5,2,AI_GENERATION
16,1,80,True,20,2,True,True,False,True,9,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
12,20,551,False,2,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,3,305,True,3,4,True,True,True,True,5,True,True,1,4,0,5,3,AI_GENERATION
10,3,108,True,16,3,True,True,True,True,12,False,False,2,3,1,0,3,AI_INTERACTION
19,14,86,True,7,0,True,True,False,False,10,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
15,18,315,True,9,1,True,True,True,True,15,False,True,3,2,3,0,3,AI_INTERACTION
11,27,557,True,0,3,True,True,True,False,13,True,False,5,3,0,3,3,AI_GENERATION
20,32,432,True,10,3,True,True,True,False,5,False,False,2,1,1,0,2,AI_INTERACTION
10,36,159,True,21,3,True,True,True,True,8,True,False,2,6,5,1,3,AI_GENERATION
23,12,243,True,5,1,True,True,True,True,6,True,True,3,5,4,2,2,AI_GENERATION
23,21,99,False,1,3,True,True,True,True,8,True,False,7,3,2,3,3,AI_GENERATION
17,2,187,True,10,3,True,True,True,False,9,False,False,2,2,2,0,3,AI_INTERACTION
12,25,6,True,22,0,True,True,True,False,4,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,1,86,False,11,0,False,True,True,True,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
24,32,424,True,18,1,True,True,True,True,11,True,True,2,1,5,0,2,AI_GENERATION
17,45,615,True,23,3,True,True,True,True,13,True,False,5,6,5,0,4,AI_GENERATION
22,10,113,True,13,3,True,True,True,False,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,21,26,False,2,2,True,True,True,True,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
11,16,140,False,20,2,True,True,True,False,5,False,False,3,3,1,0,2,AI_INTERACTION
21,6,48,False,17,1,True,True,False,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,20,238,False,7,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,34,186,True,16,4,True,True,True,True,7,False,False,2,1,2,0,1,AI_INTERACTION
22,2,93,True,21,1,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,25,25,True,0,3,True,True,True,True,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
19,44,672,True,12,4,True,True,True,True,6,True,True,8,2,3,4,4,AI_GENERATION
14,16,290,False,17,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,23,424,False,9,1,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
16,14,270,True,1,3,True,True,True,False,8,False,True,4,3,2,0,1,AI_INTERACTION
21,31,322,True,7,3,True,True,True,False,8,True,True,1,7,2,5,3,AI_GENERATION
11,5,390,True,23,1,True,True,True,True,14,False,False,1,3,1,0,1,AI_INTERACTION
17,15,594,False,10,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
17,3,143,False,5,2,True,True,True,False,8,False,False,1,3,0,0,3,AI_INTERACTION
24,15,124,True,7,4,True,True,True,False,6,False,False,3,2,0,0,1,AI_INTERACTION
22,5,221,True,6,4,True,True,True,True,14,False,False,3,0,3,0,1,AI_INTERACTION
13,8,174,True,19,3,True,True,True,True,4,False,False,2,1,3,0,3,AI_INTERACTION
22,22,20,True,17,1,True,True,False,False,8,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
22,3,305,False,6,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
19,10,868,True,3,3,True,True,True,True,18,True,True,5,4,0,3,2,AI_GENERATION
23,35,321,False,5,3,False,True,False,False,0,False,False,0,0,1,0,0,NON_AI
14,11,78,True,2,0,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
14,17,88,False,5,1,False,False,False,False,0,False,True,0,0,0,0,0,NON_AI
13,38,787,True,11,1,True,True,True,False,19,True,False,7,6,0,5,3,AI_GENERATION
12,20,42,True,20,4,True,True,True,True,10,False,False,2,3,3,0,3,AI_INTERACTION
14,4,260,False,1,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,24,761,True,1,3,True,True,True,True,10,False,True,8,3,2,3,3,AI_GENERATION
17,28,881,True,4,1,True,True,True,True,10,True,True,1,1,2,0,3,AI_GENERATION
12,21,100,False,19,0,True,False,False,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
22,22,70,True,18,0,True,True,True,False,2,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
17,2,61,False,11,3,True,True,True,True,7,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
16,23,50,True,21,4,True,True,True,False,8,False,False,2,0,0,0,2,AI_INTERACTION
15,6,791,False,4,4,True,True,True,False,17,True,False,3,6,0,5,2,AI_GENERATION
19,33,414,False,21,4,False,False,False,False,1,False,False,0,0,0,0,0,NON_AI
11,10,16,True,3,0,True,True,True,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,22,90,True,13,2,True,True,True,False,13,False,False,2,1,3,0,1,AI_INTERACTION
15,6,763,True,11,2,True,True,True,True,16,True,False,1,6,0,1,3,AI_GENERATION
13,8,48,True,13,3,True,True,True,False,2,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
24,27,733,True,23,1,True,True,True,True,9,True,False,2,8,1,1,3,AI_GENERATION
11,45,158,False,4,2,True,True,True,False,19,True,True,1,3,4,0,2,AI_GENERATION
11,21,150,True,15,4,True,True,True,False,9,False,False,2,2,1,0,3,AI_INTERACTION
17,32,744,True,4,4,True,True,True,True,13,True,False,3,1,3,4,2,AI_GENERATION
11,25,59,True,11,1,True,True,True,False,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,41,815,True,5,3,True,True,True,True,9,True,True,7,5,2,6,2,AI_GENERATION
8,31,140,False,20,1,False,False,False,False,1,False,False,0,0,0,0,0,NON_AI
18,10,455,False,2,3,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
24,13,358,True,1,1,True,True,True,True,7,False,True,3,0,3,0,3,AI_INTERACTION
25,45,710,True,1,3,True,True,True,True,7,True,True,2,7,0,0,3,AI_GENERATION
15,8,28,True,13,0,True,True,True,False,5,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
13,31,44,False,17,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,16,89,True,17,1,True,True,True,True,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,28,140,True,7,1,True,True,True,True,3,False,False,1,3,3,0,1,AI_INTERACTION
12,23,38,True,16,0,True,True,True,False,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
25,42,604,True,17,2,True,True,True,False,17,False,False,3,3,2,5,4,AI_GENERATION
13,34,173,False,0,4,True,True,True,True,5,False,True,2,2,2,0,2,AI_INTERACTION
11,35,281,True,14,3,True,True,True,False,3,False,True,3,3,0,0,3,AI_INTERACTION
13,4,18,True,0,0,True,True,True,False,11,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
10,13,82,True,16,2,True,True,False,False,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
16,21,247,True,13,2,True,True,True,False,8,True,True,4,4,2,4,3,AI_GENERATION
13,11,872,True,23,1,True,True,True,True,9,True,True,1,5,4,4,4,AI_GENERATION
12,28,154,True,7,1,True,True,True,False,4,False,False,2,3,0,0,3,AI_INTERACTION
15,16,77,True,2,1,True,True,True,False,10,False,False,4,1,0,0,2,AI_INTERACTION
10,22,87,True,4,0,True,True,False,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
12,2,87,True,7,4,True,True,True,False,12,False,False,3,2,0,0,3,AI_INTERACTION
17,12,44,False,22,2,True,True,False,False,7,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
10,15,122,False,6,4,True,True,True,False,9,False,False,4,3,1,0,2,AI_INTERACTION
20,25,220,True,10,1,True,True,True,True,14,False,True,3,1,3,0,3,AI_INTERACTION
12,24,46,True,2,3,True,True,True,False,7,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
12,29,759,False,21,1,True,True,True,True,16,False,False,1,3,4,6,4,AI_GENERATION
10,6,113,False,8,4,True,True,True,False,6,False,False,2,3,0,0,1,AI_INTERACTION
20,10,68,True,17,3,True,True,False,True,7,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
16,2,47,False,11,1,True,True,True,False,6,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
19,8,187,False,17,3,False,False,False,False,0,False,False,0,0,1,0,1,NON_AI
19,30,836,True,11,3,True,True,True,True,18,True,False,1,6,0,4,2,AI_GENERATION
17,11,738,False,1,3,True,True,True,True,12,True,False,5,4,5,2,4,AI_GENERATION
20,29,521,True,15,4,True,True,True,True,14,True,True,3,7,0,0,4,AI_GENERATION
19,21,234,True,12,3,True,True,True,False,20,True,False,5,8,4,3,3,AI_GENERATION
24,36,575,True,18,4,True,True,True,True,10,False,False,6,6,1,2,4,AI_GENERATION
20,18,28,True,0,2,True,True,False,True,11,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,29,170,False,3,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
15,21,63,True,20,3,True,True,True,True,14,False,True,4,3,0,0,2,AI_INTERACTION
19,25,383,False,5,3,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
16,3,36,True,15,0,True,True,False,True,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
12,20,390,False,5,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
11,37,614,False,23,1,True,True,True,False,18,True,False,3,2,2,1,3,AI_GENERATION
21,30,362,True,3,1,True,True,True,False,3,False,True,4,2,0,0,1,AI_INTERACTION
22,20,114,True,13,0,True,True,True,False,4,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
15,4,10,True,4,1,True,True,True,True,6,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
12,30,45,True,17,1,True,True,True,False,7,False,False,1,2,1,0,3,AI_INTERACTION
22,18,205,True,14,3,True,True,True,False,14,False,True,3,0,1,0,1,AI_INTERACTION
20,30,338,True,21,1,True,True,True,True,16,True,False,4,6,3,0,4,AI_GENERATION
11,17,69,True,13,2,True,True,True,False,10,False,False,3,3,3,0,3,AI_INTERACTION
25,22,398,False,23,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,10,362,True,12,2,True,True,True,True,6,False,False,3,3,3,0,2,AI_INTERACTION
12,14,42,True,19,0,True,True,True,False,9,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
23,3,368,True,8,2,True,True,True,True,12,True,False,4,2,2,2,4,AI_GENERATION
17,22,68,True,3,1,True,True,True,True,6,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
10,8,111,True,16,2,True,True,True,False,12,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
17,11,23,True,9,1,True,True,True,False,11,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
19,26,258,True,3,1,True,True,True,False,10,False,False,4,3,0,0,3,AI_INTERACTION
23,21,213,False,11,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,35,210,True,3,2,True,True,True,False,9,False,False,3,1,0,0,1,AI_INTERACTION
12,16,53,True,9,1,True,True,True,False,7,False,False,3,0,1,0,1,AI_INTERACTION
10,13,84,True,7,3,True,True,True,False,11,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,13,59,True,6,1,True,True,True,False,7,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
17,30,562,False,13,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,18,39,True,19,0,True,True,False,True,8,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
22,30,33,False,15,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,25,511,False,12,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
21,15,114,True,18,0,True,True,False,False,4,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
20,15,441,True,22,3,True,True,True,False,7,False,False,2,2,1,0,1,AI_INTERACTION
15,30,613,False,22,3,True,True,True,False,17,True,True,7,7,1,0,2,AI_GENERATION
9,25,401,False,13,5,False,False,False,False,0,False,True,0,0,0,0,0,NON_AI
15,5,114,True,10,3,True,True,True,True,2,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
15,15,190,True,20,4,True,True,True,True,6,True,True,5,6,0,4,4,AI_GENERATION
21,11,256,True,1,2,True,True,True,False,14,False,True,1,1,2,0,2,AI_INTERACTION
15,22,177,False,2,4,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,22,260,True,15,3,True,True,True,False,15,False,False,2,1,1,0,1,AI_INTERACTION
16,26,702,True,9,4,True,True,True,True,6,True,False,3,8,3,0,2,AI_GENERATION
15,10,780,True,0,4,True,True,True,True,20,True,False,8,7,5,0,3,AI_GENERATION
10,20,264,True,12,1,True,True,True,False,3,False,False,4,0,2,0,1,AI_INTERACTION
21,17,19,True,5,1,True,True,True,False,2,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
18,13,90,True,9,2,True,True,True,True,15,False,False,3,1,3,0,2,AI_INTERACTION
17,21,321,True,13,1,True,True,True,False,10,False,False,2,3,0,0,2,AI_INTERACTION
22,13,328,True,17,1,True,True,True,True,5,False,True,4,0,2,0,1,AI_INTERACTION
10,22,78,True,19,2,True,True,True,True,3,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
21,20,305,False,14,1,True,True,True,True,3,False,False,1,3,3,0,2,AI_INTERACTION
20,11,81,False,17,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
23,21,659,True,11,3,True,True,True,True,19,False,False,3,3,5,1,3,AI_GENERATION
22,26,391,True,9,3,True,True,True,False,12,False,False,2,2,1,0,2,AI_INTERACTION
24,8,380,True,12,1,True,True,True,False,9,False,False,1,1,0,0,3,AI_INTERACTION
22,30,215,True,5,3,True,True,True,True,6,False,False,3,1,3,0,3,AI_INTERACTION
13,27,432,True,5,2,True,True,True,True,11,False,False,4,2,1,0,2,AI_INTERACTION
19,18,411,False,2,2,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
19,13,122,True,15,1,True,True,True,True,4,False,False,4,3,3,0,3,AI_INTERACTION
24,34,314,True,8,4,True,True,True,True,10,True,False,4,7,0,4,3,AI_GENERATION
10,13,76,True,17,3,True,True,True,False,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
25,28,409,False,7,1,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,20,89,True,0,2,True,True,False,False,9,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
11,19,248,False,9,0,False,True,False,False,0,False,False,0,0,0,0,0,NON_AI
12,9,19,True,22,1,True,True,True,False,10,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
10,22,420,True,12,2,True,True,True,False,3,False,False,1,2,3,0,1,AI_INTERACTION
17,27,111,True,17,3,True,True,True,True,10,False,False,4,3,3,0,1,AI_INTERACTION
13,35,551,False,0,5,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
14,21,423,False,11,0,False,False,False,False,0,False,False,0,0,0,0,0,NON_AI
19,46,756,True,17,3,True,True,True,True,13,True,True,2,4,4,5,3,AI_GENERATION
17,42,669,True,8,1,True,True,True,True,17,True,False,4,1,1,4,3,AI_GENERATION
11,24,315,False,7,2,True,True,True,False,4,False,False,1,1,0,0,3,AI_INTERACTION
14,20,7,True,16,1,True,True,False,False,6,False,False,0,0,0,0,0,AI_CAPABLE_PAGE
18,21,50,True,13,2,True,True,True,True,3,False,True,0,0,0,0,0,AI_CAPABLE_PAGE
19,32,591,False,10,2,True,True,True,True,7,True,False,5,1,2,3,3,AI_GENERATION
16,1,343,False,14,5,False,False,False,False,1,False,False,0,0,0,0,0,NON_AI
13,2,151,False,19,5,False,False,False,False,1,False,False,0,0,0,0,0,NON_AI
